,Image Name,Compression Config,Chromiance Downsample Factor,Block Size,Norm N,Luma Quantization Max,Luma Quantization Min,Chroma Quantization Max,Chroma Quantization Min,Encoded Image Data Size,Huffman Table Size (kB),Header Info Size (kB),Compression Ratio,Compression Preprocessing Time (mS),Image Compression Time (mS),Entropy Encoding Time (mS),File Encoding Time (mS),Decompression Preprocessing Time (mS),Decompression Entropy Decoding Time (mS),Decompression Block Processing time (mS),SSIM Score,PSNR,Uncompressed Reference Index,Uncompressed Reference Label,Reference Probability,Compressed Probability of Reference Label,Confidence Drift
546,Bright_red_portrait.avif,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,16.938,10.265,11.589,0.016,42,268,384,6,3,505,237,0.858,31.905,684,ocarina,0.75,0.7,0.059
547,Brooklyn_bridge.webp,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,86.124,15.011,16.336,0.032,93,430,1559,37,5,1993,481,0.885,29.074,718,pier,0.88,0.86,0.02
548,Brush_ends.webp,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,16.877,6.614,7.938,0.016,45,274,363,5,2,423,214,0.87,32.241,696,paintbrush,0.96,0.77,0.193
549,bunny.CR2,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,1674.455,15.879,17.205,0.019,3964,10950,21190,392,7,35847,12430,0.218,12.101,330,wood rabbit,0.5,0.33,0.338
550,Colorful_patern_portrait.webp,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,65.764,11.931,13.257,0.013,130,750,1348,16,3,1759,827,0.855,30.02,836,sunglass,0.55,0.54,0.012
551,Colorful_portrait.webp,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,12.915,6.293,7.618,0.013,55,242,352,3,4,392,363,0.797,31.399,552,feather boa,1.0,0.52,0.482
552,el_capitain_with_night_sky.webp,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,39.029,4.673,5.999,0.008,130,670,1301,16,3,1477,778,0.881,33.878,972,cliff,0.45,0.33,0.267
553,green_wheat_field.webp,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,28.576,10.564,11.889,0.022,57,267,414,9,3,631,249,0.84,30.251,984,rapeseed,1.0,1.0,0.001
554,landscape.png,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,260.65,14.486,15.812,0.02,229,1635,3413,56,4,6753,1939,0.828,29.019,984,rapeseed,0.25,0.25,0.031
555,man_holding_camera.webp,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,27.433,10.312,11.638,0.022,56,257,412,8,3,573,242,0.861,30.144,763,revolver,0.06,0.05,0.194
556,Polar_bear_over_water.webp,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,19.113,7.209,8.533,0.029,32,190,224,5,2,380,132,0.812,29.151,296,ice bear,0.17,0.1,0.427
557,Portrate_with_greenery_background.webp,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,301.707,12.034,13.36,0.009,555,4918,7711,71,7,11090,4911,0.916,34.147,610,jersey,0.31,0.36,0.153
558,Threads_up_close.webp,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,17.257,6.636,7.96,0.017,41,250,331,8,2,452,213,0.904,33.642,490,chain mail,0.28,0.25,0.127
559,wheat_field.webp,L3_quantization_quality.yaml,2,8,3.0,40,20,50,30,25.134,7.057,8.381,0.024,45,237,331,6,2,533,196,0.879,29.026,998,ear,0.27,0.05,0.806
